word,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
clean (action),0.0,0.01,0.0,0.02,0.01,0.0,0.02,0.04,0.025,0.06,0.11,0.19,0.23,0.29,0.36,0.43,0.52,0.59,0.63,0.65,0.83,0.73,0.79
clean (description),0.0,0.01,0.0,0.01,0.01,0.01,0.01,0.04,0.03,0.055,0.10500000000000001,0.2,0.21,0.29,0.37,0.43,0.51,0.6,0.63,0.63,0.81,0.74,0.79
climb,,,,,,,,,0.03,0.04,0.06,0.11,0.14,0.17,0.28,0.33,0.41,0.5,0.51,0.54,0.73,0.63,0.7
clock,0.01,0.01,0.02,0.02,0.01,0.02,0.03,0.08,0.115,0.11499999999999999,0.165,0.29,0.31,0.34,0.37,0.46,0.5,0.59,0.6,0.6,0.8,0.66,0.71
close,0.0,0.01,0.01,0.02,0.01,0.02,0.03,0.06,0.065,0.075,0.11,0.15,0.2,0.23,0.32,0.4,0.48,0.56,0.56,0.6,0.8,0.71,0.77
closet,,,,,,,,,0.0,0.03,0.04,0.09,0.08,0.15,0.21,0.24,0.34,0.42,0.45,0.54,0.71,0.62,0.68
cloud,,,,,,,,,0.03,0.05,0.09,0.14,0.18,0.23,0.27,0.37,0.43,0.49,0.49,0.57,0.74,0.66,0.72
clown,,,,,,,,,0.01,0.04,0.06,0.08,0.1,0.13,0.12,0.14,0.21,0.29,0.3,0.34,0.62,0.35,0.44
coat,0.0,0.01,0.0,0.02,0.02,0.03,0.05,0.06,0.1,0.12,0.185,0.31,0.34,0.39,0.48,0.53,0.6,0.65,0.64,0.68,0.79,0.71,0.71
cockadoodledoo,0.01,0.01,0.02,0.02,0.01,0.04,0.03,0.08,0.125,0.125,0.16999999999999998,0.23,0.25,0.31,0.34,0.37,0.44,0.48,0.5,0.54,0.71,0.54,0.6
coffee,0.01,0.01,0.01,0.01,0.01,0.02,0.03,0.03,0.04,0.08,0.13,0.18,0.2,0.25,0.32,0.43,0.49,0.52,0.56,0.57,0.75,0.66,0.7
coke,,,,,,,,,0.01,0.04,0.05,0.11,0.13,0.11,0.17,0.14,0.2,0.33,0.24,0.25,0.48,0.26,0.34
cold,0.0,0.01,0.01,0.01,0.02,0.03,0.04,0.07,0.12,0.14,0.24,0.36,0.44,0.48,0.54,0.62,0.69,0.77,0.79,0.75,0.92,0.84,0.86
comb,0.0,0.01,0.0,0.02,0.01,0.02,0.03,0.05,0.045,0.08,0.08,0.2,0.22,0.27,0.29,0.32,0.4,0.46,0.52,0.53,0.73,0.54,0.62
cook,,,,,,,,,0.03,0.05,0.06,0.16,0.15,0.22,0.3,0.34,0.42,0.54,0.54,0.57,0.74,0.66,0.71
cookie,0.02,0.02,0.03,0.04,0.05,0.08,0.11,0.21,0.315,0.3,0.395,0.56,0.64,0.6,0.69,0.74,0.82,0.87,0.86,0.89,0.96,0.91,0.95
corn,,,,,,,,,0.05,0.08,0.12,0.21,0.24,0.25,0.34,0.44,0.48,0.56,0.59,0.64,0.81,0.69,0.74
couch,0.01,0.01,0.0,0.02,0.01,0.01,0.02,0.05,0.025,0.065,0.11499999999999999,0.18,0.2,0.26,0.34,0.42,0.49,0.57,0.59,0.65,0.82,0.7,0.72
could,,,,,,,,,0.0,0.02,0.02,0.02,0.02,0.02,0.02,0.05,0.05,0.08,0.11,0.14,0.22,0.23,0.27
country,,,,,,,,,0.0,0.01,0.01,0.01,0.01,0.01,0.03,0.03,0.04,0.06,0.05,0.09,0.14,0.11,0.17
cover,,,,,,,,,0.01,0.02,0.03,0.05,0.04,0.1,0.1,0.16,0.22,0.29,0.31,0.37,0.57,0.5,0.52
cow,0.01,0.01,0.02,0.03,0.03,0.06,0.05,0.15,0.195,0.245,0.32,0.5,0.54,0.53,0.58,0.68,0.75,0.8,0.8,0.85,0.93,0.87,0.87
cowboy,,,,,,,,,0.0,0.02,0.01,0.02,0.02,0.04,0.04,0.08,0.11,0.17,0.17,0.19,0.37,0.3,0.36
cracker,0.01,0.02,0.02,0.03,0.04,0.07,0.09,0.23,0.29000000000000004,0.30500000000000005,0.37,0.5,0.53,0.53,0.6,0.67,0.72,0.78,0.76,0.78,0.92,0.81,0.82
crayon,,,,,,,,,0.03,0.09,0.12,0.26,0.25,0.33,0.44,0.47,0.56,0.67,0.66,0.69,0.85,0.78,0.79
crib,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.04,0.03,0.055,0.065,0.13,0.17,0.24,0.27,0.39,0.39,0.48,0.55,0.56,0.7,0.6,0.68
cry,0.01,0.01,0.01,0.02,0.02,0.02,0.04,0.06,0.045,0.05,0.095,0.19,0.27,0.31,0.39,0.46,0.52,0.68,0.69,0.7,0.88,0.81,0.81
cup,0.01,0.02,0.02,0.04,0.04,0.07,0.09,0.15,0.215,0.245,0.325,0.48,0.56,0.61,0.69,0.71,0.74,0.86,0.86,0.89,0.93,0.87,0.88
cut,,,,,,,,,0.0,0.03,0.03,0.07,0.09,0.13,0.18,0.25,0.31,0.4,0.45,0.51,0.68,0.61,0.65
cute,0.0,0.01,0.01,0.01,0.02,0.01,0.02,0.04,0.025,0.045,0.065,0.1,0.14,0.19,0.21,0.3,0.33,0.35,0.42,0.44,0.59,0.56,0.6
daddy*,0.16,0.25,0.41,0.45,0.5,0.56,0.58,0.69,0.86,0.8,0.865,0.93,0.93,0.95,0.93,0.94,0.95,0.95,0.96,0.95,0.98,0.95,0.94
dance,0.0,0.01,0.01,0.01,0.02,0.03,0.05,0.07,0.07,0.10500000000000001,0.15,0.25,0.25,0.34,0.38,0.52,0.53,0.64,0.65,0.69,0.82,0.77,0.8
dark,0.0,0.01,0.01,0.01,0.01,0.01,0.02,0.03,0.025,0.035,0.07,0.1,0.13,0.15,0.21,0.29,0.39,0.48,0.46,0.51,0.72,0.64,0.66
day,0.0,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.01,0.03,0.035,0.07,0.07,0.1,0.16,0.22,0.22,0.3,0.33,0.44,0.51,0.51,0.56
deer,0.01,0.01,0.02,0.01,0.01,0.03,0.03,0.04,0.045,0.07500000000000001,0.09,0.16,0.14,0.23,0.25,0.34,0.34,0.37,0.42,0.44,0.65,0.51,0.53
diaper,0.01,0.02,0.01,0.02,0.05,0.06,0.09,0.15,0.24,0.265,0.355,0.49,0.52,0.57,0.65,0.71,0.74,0.85,0.84,0.85,0.94,0.89,0.87
did/did ya,,,,,,,,,0.02,0.03,0.04,0.06,0.07,0.09,0.11,0.2,0.21,0.25,0.32,0.42,0.56,0.47,0.57
dinner,0.0,0.01,0.0,0.02,0.01,0.02,0.02,0.05,0.045,0.07,0.1,0.17,0.2,0.27,0.34,0.43,0.48,0.59,0.6,0.65,0.79,0.72,0.75
dirty,0.0,0.01,0.0,0.02,0.02,0.03,0.02,0.07,0.07,0.10500000000000001,0.16999999999999998,0.27,0.34,0.4,0.42,0.52,0.61,0.7,0.71,0.72,0.87,0.8,0.82
dish,0.0,0.01,0.01,0.01,0.01,0.02,0.02,0.04,0.02,0.035,0.05,0.11,0.13,0.18,0.19,0.25,0.3,0.34,0.37,0.47,0.63,0.47,0.54
do,,,,,,,,,0.04,0.09,0.11,0.17,0.2,0.27,0.29,0.38,0.44,0.5,0.53,0.61,0.77,0.66,0.69
doctor,,,,,,,,,0.06,0.04,0.09,0.17,0.2,0.24,0.27,0.33,0.41,0.55,0.55,0.62,0.77,0.71,0.76
does,,,,,,,,,0.0,0.02,0.02,0.03,0.02,0.03,0.05,0.09,0.09,0.14,0.18,0.22,0.34,0.34,0.36
dog,0.04,0.03,0.08,0.15,0.2,0.3,0.35,0.51,0.625,0.605,0.6950000000000001,0.78,0.81,0.82,0.83,0.86,0.89,0.93,0.93,0.94,0.98,0.95,0.94
doll,0.02,0.01,0.04,0.04,0.04,0.05,0.1,0.14,0.15500000000000003,0.19,0.265,0.35,0.4,0.41,0.48,0.51,0.52,0.65,0.64,0.67,0.83,0.7,0.72
don't,0.0,0.02,0.03,0.01,0.03,0.04,0.05,0.08,0.07500000000000001,0.07500000000000001,0.10500000000000001,0.1,0.17,0.15,0.2,0.28,0.34,0.44,0.43,0.51,0.71,0.59,0.67
donkey,0.01,0.0,0.02,0.02,0.01,0.02,0.02,0.01,0.02,0.055,0.06,0.1,0.11,0.16,0.19,0.26,0.27,0.3,0.3,0.34,0.53,0.4,0.45
donut,,,,,,,,,0.02,0.05,0.08,0.12,0.13,0.17,0.23,0.27,0.32,0.42,0.49,0.51,0.67,0.57,0.63
door,0.01,0.01,0.02,0.02,0.03,0.05,0.05,0.12,0.185,0.225,0.265,0.41,0.46,0.52,0.6,0.65,0.73,0.8,0.8,0.86,0.93,0.85,0.87
down,0.0,0.02,0.01,0.04,0.04,0.07,0.08,0.16,0.225,0.275,0.35,0.46,0.49,0.54,0.55,0.62,0.68,0.75,0.73,0.76,0.89,0.81,0.82
downtown,,,,,,,,,0.0,0.01,0.01,0.03,0.02,0.03,0.03,0.06,0.08,0.1,0.11,0.15,0.22,0.2,0.22
draw,0.0,0.01,0.01,0.01,0.01,0.02,0.03,0.03,0.025,0.045,0.060000000000000005,0.15,0.14,0.2,0.29,0.35,0.4,0.51,0.51,0.59,0.73,0.67,0.7
drawer,0.01,0.01,0.0,0.01,0.01,0.01,0.02,0.03,0.015,0.03,0.045,0.08,0.09,0.11,0.18,0.21,0.27,0.33,0.37,0.47,0.61,0.5,0.57
dress (object),0.01,0.0,0.01,0.01,0.01,0.03,0.03,0.05,0.04,0.05,0.08,0.14,0.18,0.21,0.29,0.36,0.41,0.45,0.53,0.56,0.7,0.61,0.66
drink (action),0.0,0.01,0.02,0.04,0.02,0.05,0.05,0.08,0.135,0.125,0.18,0.35,0.35,0.45,0.48,0.56,0.62,0.75,0.73,0.74,0.89,0.8,0.82
drink (beverage),0.02,0.01,0.02,0.04,0.03,0.07,0.09,0.13,0.15,0.18,0.26,0.37,0.4,0.46,0.52,0.61,0.62,0.7,0.72,0.74,0.88,0.77,0.78
drive,0.0,0.01,0.0,0.01,0.01,0.01,0.02,0.04,0.015,0.04,0.055,0.14,0.12,0.2,0.24,0.37,0.42,0.52,0.52,0.57,0.78,0.67,0.71
drop,,,,,,,,,0.02,0.04,0.05,0.11,0.12,0.12,0.21,0.29,0.36,0.45,0.48,0.52,0.71,0.61,0.66
dry (action),,,,,,,,,0.01,0.03,0.05,0.08,0.1,0.13,0.16,0.27,0.29,0.37,0.39,0.48,0.67,0.56,0.59
dry (description),0.0,0.01,0.0,0.02,0.01,0.02,0.01,0.02,0.02,0.03,0.05,0.11,0.1,0.15,0.19,0.29,0.33,0.38,0.43,0.47,0.71,0.6,0.63
dryer,,,,,,,,,0.0,0.02,0.03,0.09,0.06,0.09,0.14,0.19,0.21,0.28,0.33,0.39,0.56,0.46,0.5
duck,0.02,0.01,0.03,0.07,0.08,0.17,0.15,0.31,0.41500000000000004,0.41000000000000003,0.49,0.62,0.63,0.67,0.7,0.76,0.8,0.85,0.87,0.89,0.96,0.88,0.89
dump,,,,,,,,,0.01,0.02,0.02,0.05,0.08,0.08,0.12,0.18,0.22,0.25,0.26,0.33,0.44,0.43,0.42
each,,,,,,,,,0.0,0.02,0.02,0.02,0.01,0.01,0.04,0.03,0.05,0.06,0.08,0.15,0.14,0.18,0.2
ear,0.01,0.01,0.01,0.02,0.03,0.05,0.1,0.17,0.28,0.315,0.42,0.61,0.66,0.68,0.76,0.79,0.83,0.87,0.88,0.9,0.96,0.9,0.9
eat,0.02,0.01,0.01,0.04,0.05,0.07,0.09,0.14,0.17,0.20500000000000002,0.29,0.47,0.47,0.55,0.66,0.68,0.74,0.83,0.82,0.86,0.94,0.89,0.89
egg,0.0,0.01,0.02,0.02,0.03,0.04,0.05,0.11,0.1,0.19,0.21500000000000002,0.34,0.36,0.45,0.52,0.6,0.65,0.69,0.75,0.76,0.88,0.82,0.82
elephant,0.01,0.01,0.01,0.02,0.02,0.04,0.03,0.07,0.07,0.12,0.17,0.28,0.31,0.34,0.48,0.56,0.64,0.67,0.71,0.76,0.88,0.81,0.84
empty,0.0,0.01,0.01,0.01,0.01,0.02,0.02,0.04,0.035,0.04,0.08,0.14,0.14,0.19,0.22,0.3,0.37,0.43,0.44,0.52,0.66,0.58,0.63
every,,,,,,,,,0.0,0.02,0.02,0.02,0.01,0.02,0.03,0.07,0.08,0.11,0.15,0.19,0.26,0.31,0.32
eye,0.02,0.01,0.03,0.03,0.05,0.11,0.11,0.23,0.375,0.385,0.51,0.67,0.73,0.75,0.8,0.83,0.87,0.92,0.88,0.93,0.97,0.93,0.93
face,0.0,0.01,0.01,0.03,0.02,0.04,0.03,0.06,0.045,0.08,0.10500000000000001,0.22,0.22,0.26,0.4,0.44,0.54,0.63,0.64,0.72,0.84,0.77,0.8
fall,0.0,0.01,0.0,0.02,0.02,0.01,0.02,0.05,0.035,0.06,0.08499999999999999,0.19,0.23,0.26,0.39,0.47,0.56,0.65,0.7,0.7,0.86,0.78,0.79
farm,,,,,,,,,0.01,0.02,0.02,0.08,0.1,0.14,0.15,0.25,0.27,0.34,0.41,0.42,0.57,0.5,0.58
fast,0.0,0.01,0.01,0.02,0.01,0.01,0.02,0.04,0.01,0.04,0.060000000000000005,0.08,0.13,0.17,0.24,0.35,0.41,0.47,0.52,0.56,0.72,0.68,0.72
feed,0.0,0.01,0.01,0.02,0.01,0.01,0.02,0.04,0.015,0.03,0.03,0.09,0.1,0.13,0.16,0.25,0.29,0.36,0.42,0.48,0.66,0.53,0.6
find,,,,,,,,,0.02,0.03,0.04,0.1,0.12,0.18,0.23,0.34,0.38,0.48,0.48,0.56,0.76,0.68,0.71
fine,0.0,0.01,0.0,0.01,0.01,0.01,0.02,0.02,0.005,0.015,0.025,0.02,0.03,0.05,0.07,0.11,0.14,0.18,0.2,0.28,0.38,0.33,0.4
finger,0.02,0.0,0.02,0.02,0.02,0.04,0.04,0.07,0.07,0.12,0.155,0.32,0.38,0.43,0.51,0.62,0.67,0.73,0.74,0.79,0.89,0.82,0.87
finish,0.0,0.0,0.01,0.02,0.02,0.03,0.05,0.05,0.015,0.045,0.07,0.08,0.08,0.08,0.15,0.25,0.26,0.31,0.36,0.38,0.56,0.55,0.63
fireman,,,,,,,,,0.0,0.03,0.02,0.04,0.04,0.09,0.11,0.18,0.24,0.3,0.34,0.42,0.58,0.53,0.57
firetruck,0.01,0.01,0.0,0.04,0.03,0.02,0.02,0.07,0.035,0.07,0.12000000000000001,0.15,0.2,0.26,0.36,0.45,0.51,0.61,0.65,0.64,0.82,0.74,0.78
first,,,,,,,,,0.0,0.02,0.02,0.04,0.05,0.06,0.12,0.15,0.18,0.25,0.28,0.38,0.53,0.49,0.54
fish (animal),0.02,0.01,0.01,0.04,0.05,0.09,0.12,0.21,0.245,0.30000000000000004,0.39,0.52,0.55,0.58,0.67,0.72,0.78,0.87,0.84,0.86,0.95,0.91,0.92
fish (food),0.01,0.0,0.01,0.02,0.02,0.02,0.03,0.07,0.11,0.135,0.18,0.32,0.34,0.37,0.4,0.48,0.53,0.62,0.6,0.59,0.82,0.72,0.77
fit,,,,,,,,,0.0,0.02,0.02,0.06,0.03,0.05,0.09,0.16,0.21,0.23,0.3,0.34,0.51,0.44,0.53
fix,,,,,,,,,0.02,0.03,0.05,0.13,0.14,0.19,0.24,0.35,0.41,0.51,0.54,0.6,0.79,0.66,0.73
flag,,,,,,,,,0.01,0.04,0.07,0.13,0.11,0.17,0.19,0.24,0.32,0.41,0.44,0.43,0.65,0.51,0.58
flower,0.01,0.0,0.02,0.02,0.03,0.04,0.05,0.13,0.16,0.20500000000000002,0.26,0.44,0.47,0.5,0.55,0.66,0.7,0.81,0.77,0.84,0.92,0.86,0.89
food,0.01,0.02,0.02,0.02,0.04,0.05,0.05,0.08,0.07500000000000001,0.14,0.19,0.25,0.3,0.34,0.41,0.5,0.54,0.62,0.64,0.67,0.82,0.77,0.8
foot,0.02,0.01,0.01,0.03,0.03,0.05,0.05,0.13,0.135,0.19,0.29,0.41,0.46,0.5,0.55,0.65,0.73,0.81,0.81,0.85,0.94,0.87,0.86
for,,,,,,,,,0.0,0.02,0.02,0.03,0.04,0.05,0.08,0.12,0.16,0.21,0.28,0.36,0.5,0.45,0.51
fork,0.0,0.01,0.0,0.01,0.02,0.03,0.04,0.07,0.065,0.13,0.185,0.33,0.38,0.42,0.5,0.63,0.67,0.74,0.76,0.79,0.9,0.78,0.81
french fries,,,,,,,,,0.07,0.08,0.15,0.27,0.3,0.32,0.42,0.47,0.53,0.65,0.68,0.7,0.87,0.74,0.79
friend,,,,,,,,,0.02,0.03,0.04,0.1,0.11,0.15,0.22,0.29,0.34,0.38,0.44,0.47,0.65,0.63,0.69
frog,0.01,0.01,0.01,0.02,0.02,0.03,0.03,0.07,0.1,0.14,0.19,0.34,0.37,0.39,0.48,0.57,0.65,0.73,0.71,0.77,0.88,0.81,0.83
full,,,,,,,,,0.01,0.02,0.04,0.08,0.09,0.13,0.16,0.21,0.29,0.33,0.38,0.46,0.64,0.56,0.64
game,,,,,,,,,0.01,0.03,0.06,0.09,0.11,0.16,0.24,0.26,0.33,0.42,0.45,0.49,0.71,0.61,0.69
garage,0.01,0.01,0.0,0.01,0.01,0.02,0.01,0.03,0.01,0.025,0.035,0.09,0.1,0.13,0.18,0.24,0.3,0.38,0.4,0.45,0.66,0.51,0.57
garbage,,,,,,,,,0.04,0.06,0.09,0.15,0.18,0.24,0.27,0.39,0.45,0.46,0.5,0.57,0.67,0.66,0.7
garden,0.01,0.0,0.0,0.01,0.01,0.0,0.02,0.02,0.005,0.02,0.04,0.06,0.06,0.09,0.13,0.2,0.24,0.25,0.32,0.36,0.51,0.47,0.51
gas station,,,,,,,,,0.0,0.02,0.02,0.03,0.04,0.04,0.1,0.11,0.17,0.22,0.28,0.32,0.51,0.45,0.5
gentle,0.0,0.01,0.01,0.02,0.01,0.01,0.01,0.04,0.03,0.07,0.095,0.13,0.11,0.17,0.2,0.28,0.33,0.39,0.37,0.42,0.54,0.51,0.58
get,0.0,0.01,0.01,0.03,0.02,0.03,0.03,0.04,0.05500000000000001,0.065,0.08,0.21,0.21,0.26,0.34,0.39,0.48,0.58,0.6,0.62,0.82,0.73,0.76
giraffe,0.01,0.01,0.01,0.01,0.01,0.02,0.03,0.04,0.065,0.10500000000000001,0.14,0.21,0.21,0.3,0.31,0.46,0.53,0.57,0.57,0.62,0.79,0.71,0.75
girl,0.0,0.01,0.01,0.01,0.02,0.02,0.03,0.06,0.07,0.07,0.105,0.25,0.26,0.3,0.36,0.4,0.46,0.52,0.59,0.6,0.78,0.69,0.73
give,0.0,0.01,0.01,0.02,0.02,0.02,0.03,0.04,0.025,0.035,0.045,0.1,0.13,0.16,0.22,0.31,0.38,0.48,0.51,0.55,0.75,0.69,0.73
give me five!,,,,,,,,,0.09,0.1,0.16,0.23,0.24,0.3,0.32,0.37,0.44,0.54,0.51,0.57,0.69,0.67,0.73
glass,0.01,0.01,0.01,0.01,0.01,0.02,0.03,0.05,0.03,0.045,0.05500000000000001,0.13,0.15,0.15,0.24,0.33,0.37,0.43,0.47,0.53,0.7,0.59,0.66
glasses,0.01,0.01,0.01,0.01,0.01,0.02,0.03,0.09,0.07,0.095,0.14,0.25,0.26,0.3,0.37,0.47,0.52,0.62,0.63,0.62,0.84,0.69,0.72
gloves,,,,,,,,,0.0,0.04,0.05,0.09,0.12,0.12,0.21,0.29,0.35,0.38,0.47,0.44,0.6,0.58,0.59
glue,,,,,,,,,0.0,0.02,0.02,0.04,0.05,0.06,0.1,0.1,0.14,0.2,0.22,0.3,0.48,0.36,0.46
go,0.0,0.02,0.03,0.03,0.04,0.07,0.1,0.17,0.225,0.25,0.345,0.5,0.54,0.6,0.68,0.68,0.76,0.83,0.82,0.84,0.93,0.89,0.91
go potty,,,,,,,,,0.07,0.11,0.17,0.26,0.33,0.35,0.46,0.53,0.59,0.69,0.7,0.76,0.87,0.79,0.81
gonna get you!,,,,,,,,,0.07,0.1,0.15,0.2,0.22,0.26,0.3,0.38,0.43,0.55,0.57,0.58,0.74,0.63,0.71
gonna/going to,,,,,,,,,0.01,0.03,0.05,0.06,0.07,0.11,0.13,0.23,0.25,0.29,0.38,0.42,0.59,0.53,0.58
good,0.01,0.01,0.02,0.02,0.02,0.03,0.03,0.06,0.065,0.095,0.125,0.2,0.24,0.28,0.32,0.4,0.48,0.56,0.6,0.64,0.81,0.76,0.76
goose,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.03,0.035,0.065,0.08499999999999999,0.13,0.13,0.18,0.19,0.26,0.31,0.34,0.41,0.4,0.6,0.42,0.47
gotta/got to,,,,,,,,,0.01,0.02,0.03,0.03,0.03,0.04,0.08,0.12,0.13,0.14,0.2,0.24,0.37,0.32,0.39
grandma*,0.04,0.04,0.1,0.08,0.12,0.17,0.18,0.23,0.37,0.41500000000000004,0.52,0.63,0.66,0.71,0.76,0.81,0.83,0.88,0.86,0.88,0.94,0.9,0.87
grandpa*,0.03,0.03,0.07,0.07,0.07,0.16,0.16,0.18,0.32,0.37,0.44,0.56,0.59,0.62,0.7,0.76,0.76,0.82,0.84,0.83,0.91,0.86,0.84
grapes,,,,,,,,,0.09,0.14,0.21,0.31,0.34,0.41,0.44,0.59,0.62,0.72,0.72,0.74,0.88,0.78,0.82
grass,,,,,,,,,0.06,0.09,0.14,0.22,0.26,0.29,0.39,0.47,0.54,0.65,0.65,0.69,0.85,0.75,0.78
green,,,,,,,,,0.03,0.08,0.1,0.2,0.2,0.29,0.31,0.47,0.5,0.58,0.57,0.64,0.79,0.75,0.79
green beans,,,,,,,,,0.03,0.05,0.07,0.13,0.12,0.17,0.19,0.29,0.3,0.36,0.39,0.44,0.56,0.44,0.53
grrr,0.05,0.09,0.18,0.16,0.18,0.25,0.31,0.35,0.5,0.495,0.56,0.64,0.65,0.67,0.65,0.74,0.77,0.78,0.76,0.8,0.9,0.79,0.82
gum,,,,,,,,,0.02,0.03,0.06,0.1,0.11,0.1,0.18,0.19,0.22,0.31,0.35,0.38,0.55,0.43,0.45
hafta/have to,,,,,,,,,0.01,0.02,0.02,0.04,0.03,0.04,0.06,0.13,0.15,0.18,0.26,0.34,0.45,0.43,0.49
hair,0.01,0.01,0.01,0.02,0.03,0.06,0.08,0.13,0.18,0.245,0.335,0.48,0.54,0.6,0.66,0.74,0.77,0.83,0.82,0.86,0.96,0.89,0.89
hamburger,,,,,,,,,0.02,0.05,0.07,0.12,0.17,0.19,0.28,0.31,0.4,0.5,0.54,0.59,0.75,0.65,0.73
hammer,0.01,0.01,0.0,0.02,0.01,0.02,0.02,0.05,0.025,0.045,0.065,0.12,0.14,0.17,0.22,0.3,0.35,0.4,0.44,0.49,0.69,0.55,0.6
hand,0.01,0.01,0.02,0.02,0.03,0.05,0.04,0.08,0.095,0.135,0.22,0.34,0.4,0.53,0.56,0.68,0.72,0.79,0.8,0.83,0.93,0.9,0.87
happy,0.0,0.01,0.02,0.02,0.02,0.01,0.03,0.07,0.07,0.11,0.165,0.22,0.28,0.31,0.35,0.46,0.5,0.6,0.6,0.68,0.77,0.75,0.8
hard,0.0,0.01,0.01,0.01,0.01,0.0,0.02,0.03,0.01,0.025,0.025,0.07,0.06,0.1,0.12,0.2,0.24,0.32,0.33,0.39,0.59,0.56,0.57
hat,0.02,0.01,0.01,0.03,0.05,0.05,0.12,0.21,0.275,0.33999999999999997,0.455,0.56,0.62,0.67,0.7,0.79,0.79,0.85,0.85,0.84,0.93,0.87,0.88
hate,,,,,,,,,0.0,0.02,0.01,0.02,0.01,0.01,0.02,0.05,0.04,0.08,0.1,0.14,0.2,0.18,0.2
