word,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
outside,0.01,0.01,0.0,0.03,0.04,0.07,0.06,0.15,0.2,0.235,0.31000000000000005,0.46,0.52,0.57,0.61,0.68,0.7,0.77,0.77,0.8,0.91,0.84,0.83
oven,0.0,0.01,0.0,0.02,0.01,0.01,0.02,0.03,0.015,0.04,0.04,0.09,0.11,0.15,0.22,0.25,0.32,0.37,0.44,0.48,0.64,0.56,0.6
over,,,,,,,,,0.01,0.03,0.04,0.05,0.06,0.11,0.14,0.21,0.26,0.3,0.39,0.42,0.64,0.52,0.57
owie/boo boo,0.02,0.04,0.03,0.03,0.06,0.08,0.1,0.16,0.23500000000000001,0.31,0.375,0.46,0.57,0.6,0.66,0.72,0.72,0.83,0.81,0.81,0.92,0.82,0.82
owl,0.01,0.02,0.02,0.01,0.02,0.02,0.04,0.06,0.11499999999999999,0.16999999999999998,0.215,0.32,0.31,0.35,0.44,0.53,0.53,0.59,0.63,0.65,0.79,0.7,0.72
paint,,,,,,,,,0.0,0.03,0.04,0.07,0.1,0.17,0.2,0.3,0.35,0.4,0.45,0.52,0.7,0.65,0.68
pajamas,0.02,0.01,0.0,0.02,0.02,0.03,0.03,0.08,0.045,0.09,0.14,0.21,0.24,0.33,0.41,0.54,0.58,0.65,0.7,0.72,0.84,0.81,0.84
pancake,,,,,,,,,0.04,0.08,0.11,0.2,0.22,0.25,0.32,0.49,0.52,0.57,0.62,0.64,0.78,0.7,0.78
pants,0.01,0.01,0.01,0.01,0.02,0.02,0.04,0.05,0.07,0.12,0.22,0.29,0.36,0.42,0.52,0.61,0.67,0.71,0.74,0.81,0.9,0.85,0.85
paper,0.01,0.01,0.01,0.01,0.01,0.03,0.03,0.06,0.07,0.07500000000000001,0.125,0.25,0.29,0.36,0.39,0.53,0.58,0.67,0.69,0.71,0.88,0.78,0.81
park,0.0,0.02,0.02,0.02,0.02,0.02,0.02,0.06,0.065,0.115,0.18,0.26,0.28,0.33,0.44,0.52,0.59,0.66,0.68,0.69,0.84,0.78,0.85
party,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.04,0.01,0.025,0.04,0.09,0.09,0.13,0.17,0.26,0.35,0.47,0.48,0.5,0.71,0.59,0.68
pattycake,0.0,0.02,0.01,0.03,0.04,0.05,0.04,0.1,0.060000000000000005,0.07,0.1,0.21,0.2,0.26,0.27,0.32,0.33,0.45,0.44,0.47,0.67,0.49,0.54
peanut butter,,,,,,,,,0.03,0.07,0.09,0.18,0.18,0.24,0.31,0.42,0.47,0.49,0.58,0.6,0.79,0.66,0.7
peas,0.01,0.01,0.0,0.02,0.01,0.02,0.03,0.07,0.09,0.12000000000000001,0.17,0.26,0.26,0.26,0.33,0.42,0.48,0.52,0.56,0.57,0.7,0.62,0.67
peekaboo,0.01,0.04,0.03,0.05,0.09,0.13,0.1,0.23,0.28500000000000003,0.345,0.42,0.51,0.52,0.56,0.61,0.66,0.72,0.78,0.78,0.79,0.9,0.8,0.85
pen,0.01,0.0,0.01,0.02,0.02,0.02,0.03,0.06,0.045,0.08,0.11,0.23,0.26,0.3,0.36,0.4,0.44,0.55,0.58,0.58,0.79,0.64,0.69
pencil,,,,,,,,,0.01,0.04,0.07,0.15,0.16,0.22,0.22,0.3,0.34,0.46,0.49,0.5,0.74,0.6,0.65
penguin,0.01,0.0,0.02,0.01,0.01,0.01,0.02,0.02,0.025,0.065,0.085,0.13,0.14,0.2,0.29,0.36,0.4,0.42,0.46,0.45,0.64,0.69,0.67
penis*,,,,,,,,,0.04,0.08,0.12,0.15,0.19,0.23,0.24,0.33,0.4,0.41,0.41,0.45,0.6,0.53,0.54
penny,0.01,0.01,0.0,0.02,0.01,0.02,0.03,0.04,0.01,0.025,0.035,0.08,0.11,0.13,0.17,0.18,0.24,0.34,0.36,0.38,0.61,0.36,0.44
people,0.0,0.01,0.0,0.01,0.01,0.01,0.02,0.04,0.025,0.035,0.055,0.12,0.1,0.13,0.19,0.28,0.31,0.34,0.39,0.45,0.61,0.53,0.61
person,0.0,0.01,0.01,0.01,0.01,0.0,0.01,0.02,0.005,0.015,0.02,0.03,0.04,0.05,0.07,0.09,0.11,0.14,0.17,0.22,0.28,0.3,0.35
pet's name,,,,,,,,,0.26,0.29,0.36,0.44,0.41,0.52,0.53,0.53,0.57,0.61,0.65,0.64,0.78,0.69,0.66
pick,,,,,,,,,0.0,0.02,0.03,0.07,0.06,0.09,0.13,0.18,0.23,0.3,0.32,0.41,0.54,0.52,0.58
pickle,,,,,,,,,0.02,0.04,0.08,0.14,0.15,0.17,0.22,0.31,0.34,0.43,0.43,0.45,0.65,0.57,0.58
picnic,,,,,,,,,0.0,0.02,0.03,0.05,0.04,0.06,0.09,0.14,0.19,0.25,0.3,0.34,0.48,0.44,0.48
picture,0.01,0.0,0.0,0.02,0.02,0.01,0.03,0.05,0.035,0.060000000000000005,0.08499999999999999,0.18,0.2,0.25,0.33,0.42,0.48,0.59,0.63,0.67,0.82,0.73,0.78
pig,0.01,0.01,0.02,0.01,0.03,0.05,0.04,0.12,0.14,0.175,0.24,0.43,0.45,0.45,0.57,0.64,0.71,0.78,0.78,0.79,0.91,0.86,0.86
pillow,0.01,0.01,0.01,0.02,0.02,0.02,0.03,0.07,0.07,0.095,0.135,0.28,0.3,0.38,0.44,0.53,0.59,0.68,0.73,0.75,0.9,0.8,0.81
pizza,0.01,0.01,0.01,0.02,0.01,0.03,0.02,0.06,0.08,0.14500000000000002,0.20500000000000002,0.35,0.39,0.45,0.53,0.65,0.69,0.78,0.78,0.82,0.92,0.87,0.91
plant,0.01,0.01,0.0,0.03,0.01,0.01,0.02,0.05,0.025,0.05,0.07,0.11,0.14,0.18,0.21,0.31,0.33,0.39,0.44,0.48,0.64,0.53,0.62
plate,0.0,0.01,0.02,0.02,0.01,0.02,0.02,0.04,0.025,0.065,0.095,0.16,0.23,0.31,0.38,0.47,0.51,0.62,0.61,0.64,0.81,0.74,0.76
play,0.0,0.01,0.01,0.02,0.02,0.03,0.03,0.07,0.065,0.09,0.14,0.23,0.28,0.37,0.44,0.56,0.61,0.68,0.72,0.77,0.88,0.82,0.87
play dough,,,,,,,,,0.01,0.03,0.05,0.08,0.12,0.18,0.23,0.29,0.36,0.41,0.44,0.53,0.64,0.6,0.65
play pen,0.0,0.01,0.0,0.02,0.01,0.02,0.02,0.03,0.005,0.02,0.02,0.04,0.03,0.03,0.05,0.09,0.08,0.11,0.13,0.15,0.3,0.21,0.24
playground,,,,,,,,,0.01,0.03,0.05,0.08,0.09,0.13,0.19,0.32,0.31,0.38,0.41,0.47,0.57,0.6,0.65
please,0.01,0.02,0.01,0.02,0.03,0.06,0.09,0.17,0.245,0.34,0.42,0.57,0.57,0.68,0.73,0.79,0.81,0.87,0.86,0.91,0.96,0.93,0.95
police,,,,,,,,,0.0,0.02,0.02,0.03,0.03,0.07,0.09,0.14,0.19,0.27,0.31,0.35,0.52,0.48,0.55
pony,0.01,0.02,0.01,0.01,0.02,0.03,0.02,0.05,0.03,0.045,0.055,0.1,0.11,0.14,0.22,0.22,0.25,0.32,0.32,0.38,0.54,0.45,0.5
pool,0.01,0.02,0.01,0.01,0.03,0.02,0.02,0.07,0.07,0.1,0.125,0.21,0.27,0.33,0.35,0.43,0.5,0.6,0.62,0.63,0.82,0.71,0.76
poor,,,,,,,,,0.0,0.01,0.02,0.02,0.02,0.02,0.03,0.05,0.06,0.09,0.11,0.12,0.25,0.21,0.24
popcorn,,,,,,,,,0.03,0.07,0.12,0.18,0.22,0.26,0.32,0.39,0.47,0.57,0.57,0.62,0.79,0.71,0.73
popsicle,,,,,,,,,0.03,0.04,0.09,0.13,0.16,0.2,0.28,0.28,0.35,0.45,0.46,0.52,0.69,0.61,0.64
porch,,,,,,,,,0.01,0.01,0.02,0.04,0.06,0.07,0.1,0.13,0.14,0.19,0.22,0.31,0.41,0.28,0.34
potato,,,,,,,,,0.02,0.06,0.08,0.14,0.19,0.2,0.27,0.39,0.41,0.46,0.49,0.53,0.74,0.66,0.66
potato chip,,,,,,,,,0.03,0.07,0.12,0.2,0.24,0.25,0.31,0.37,0.43,0.54,0.64,0.6,0.79,0.67,0.69
potty,0.01,0.02,0.02,0.02,0.03,0.03,0.04,0.08,0.1,0.135,0.245,0.39,0.44,0.49,0.58,0.64,0.68,0.77,0.79,0.79,0.9,0.82,0.83
pour,,,,,,,,,0.0,0.03,0.02,0.06,0.05,0.09,0.14,0.19,0.23,0.3,0.33,0.42,0.57,0.48,0.52
present,,,,,,,,,0.01,0.03,0.05,0.08,0.1,0.17,0.22,0.33,0.44,0.51,0.52,0.56,0.77,0.64,0.67
pretend,,,,,,,,,0.0,0.01,0.02,0.03,0.02,0.02,0.06,0.09,0.12,0.17,0.19,0.26,0.38,0.38,0.44
pretty,0.01,0.01,0.0,0.02,0.03,0.02,0.04,0.07,0.095,0.09,0.11,0.22,0.23,0.26,0.36,0.35,0.39,0.49,0.49,0.5,0.73,0.61,0.66
pretzel,,,,,,,,,0.03,0.06,0.08,0.15,0.16,0.19,0.2,0.28,0.34,0.44,0.4,0.45,0.72,0.5,0.56
pudding,,,,,,,,,0.01,0.02,0.04,0.06,0.07,0.07,0.1,0.13,0.16,0.25,0.23,0.26,0.48,0.35,0.37
pull,0.0,0.01,0.01,0.01,0.01,0.02,0.02,0.04,0.02,0.03,0.045,0.11,0.11,0.16,0.24,0.28,0.34,0.44,0.46,0.53,0.69,0.6,0.65
pumpkin,,,,,,,,,0.03,0.06,0.07,0.16,0.17,0.2,0.25,0.35,0.39,0.46,0.43,0.52,0.7,0.6,0.67
puppy,0.01,0.01,0.02,0.05,0.06,0.07,0.09,0.17,0.2,0.25,0.315,0.44,0.46,0.48,0.58,0.62,0.67,0.74,0.75,0.76,0.88,0.8,0.82
purse,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.04,0.04,0.060000000000000005,0.095,0.18,0.18,0.21,0.29,0.32,0.38,0.48,0.51,0.54,0.73,0.54,0.63
push,0.0,0.01,0.01,0.01,0.01,0.02,0.02,0.05,0.035,0.065,0.08,0.16,0.19,0.24,0.31,0.4,0.46,0.57,0.55,0.62,0.78,0.73,0.76
put,0.0,0.01,0.01,0.01,0.01,0.01,0.02,0.04,0.01,0.03,0.035,0.09,0.09,0.14,0.16,0.25,0.3,0.4,0.43,0.47,0.65,0.59,0.63
puzzle,,,,,,,,,0.03,0.05,0.09,0.18,0.2,0.25,0.3,0.4,0.48,0.6,0.6,0.64,0.82,0.69,0.75
quack quack,0.02,0.05,0.03,0.06,0.07,0.12,0.19,0.29,0.41000000000000003,0.395,0.485,0.6,0.61,0.7,0.67,0.77,0.79,0.83,0.84,0.85,0.93,0.85,0.9
quiet,,,,,,,,,0.01,0.03,0.04,0.07,0.07,0.14,0.18,0.26,0.33,0.39,0.42,0.46,0.66,0.59,0.66
radio,0.01,0.01,0.0,0.02,0.01,0.01,0.02,0.02,0.01,0.03,0.035,0.07,0.11,0.11,0.2,0.17,0.2,0.28,0.3,0.34,0.59,0.41,0.47
rain,0.01,0.01,0.02,0.02,0.02,0.02,0.03,0.06,0.06,0.1,0.14500000000000002,0.28,0.35,0.4,0.46,0.59,0.65,0.74,0.74,0.77,0.91,0.82,0.86
raisin,0.01,0.01,0.0,0.01,0.01,0.01,0.02,0.04,0.04,0.07500000000000001,0.095,0.2,0.23,0.26,0.31,0.4,0.43,0.56,0.57,0.58,0.77,0.6,0.65
read,0.0,0.01,0.0,0.01,0.01,0.02,0.03,0.09,0.08,0.1,0.135,0.25,0.29,0.34,0.41,0.51,0.58,0.69,0.7,0.7,0.88,0.79,0.78
red,0.0,0.01,0.01,0.02,0.01,0.01,0.03,0.04,0.045,0.07,0.11,0.2,0.23,0.31,0.35,0.48,0.52,0.6,0.63,0.67,0.8,0.77,0.78
refrigerator,0.0,0.01,0.0,0.02,0.01,0.02,0.03,0.04,0.015,0.045,0.05,0.13,0.15,0.16,0.25,0.29,0.37,0.46,0.5,0.57,0.76,0.61,0.67
ride,0.0,0.01,0.01,0.02,0.01,0.03,0.02,0.05,0.025,0.05,0.08,0.16,0.19,0.23,0.31,0.38,0.45,0.58,0.59,0.6,0.82,0.7,0.7
rip,,,,,,,,,0.0,0.02,0.02,0.04,0.04,0.05,0.07,0.13,0.14,0.16,0.22,0.28,0.38,0.37,0.39
rock,0.01,0.01,0.0,0.02,0.02,0.02,0.04,0.08,0.1,0.155,0.20500000000000002,0.32,0.36,0.37,0.49,0.57,0.62,0.68,0.68,0.71,0.87,0.77,0.79
rocking chair,0.01,0.01,0.01,0.02,0.01,0.02,0.01,0.03,0.025,0.04,0.055,0.13,0.15,0.15,0.23,0.24,0.27,0.35,0.39,0.43,0.59,0.46,0.53
roof,,,,,,,,,0.0,0.02,0.02,0.04,0.04,0.07,0.11,0.15,0.19,0.21,0.26,0.3,0.49,0.41,0.48
room,,,,,,,,,0.03,0.05,0.07,0.15,0.18,0.2,0.31,0.38,0.44,0.53,0.58,0.63,0.79,0.65,0.75
rooster,,,,,,,,,0.03,0.03,0.04,0.07,0.09,0.11,0.15,0.24,0.26,0.33,0.35,0.42,0.57,0.42,0.46
run,0.0,0.02,0.01,0.02,0.01,0.01,0.02,0.05,0.025,0.05500000000000001,0.11499999999999999,0.2,0.22,0.27,0.38,0.48,0.54,0.65,0.67,0.67,0.83,0.77,0.81
sad,,,,,,,,,0.01,0.03,0.04,0.09,0.11,0.16,0.22,0.32,0.37,0.43,0.45,0.52,0.69,0.64,0.7
salt,,,,,,,,,0.0,0.02,0.03,0.06,0.06,0.09,0.13,0.2,0.22,0.24,0.3,0.34,0.53,0.43,0.46
same,0.0,0.01,0.01,0.02,0.01,0.01,0.02,0.02,0.005,0.02,0.02,0.02,0.04,0.03,0.06,0.13,0.16,0.16,0.24,0.28,0.33,0.39,0.43
sandbox,,,,,,,,,0.01,0.02,0.05,0.09,0.08,0.12,0.14,0.21,0.28,0.33,0.34,0.43,0.6,0.45,0.5
sandwich,,,,,,,,,0.02,0.04,0.06,0.13,0.15,0.17,0.28,0.38,0.43,0.51,0.53,0.6,0.81,0.72,0.75
sauce,,,,,,,,,0.03,0.02,0.04,0.08,0.1,0.15,0.17,0.28,0.31,0.32,0.31,0.39,0.55,0.51,0.55
say,0.0,0.02,0.01,0.02,0.01,0.01,0.02,0.04,0.02,0.025,0.035,0.1,0.09,0.13,0.15,0.22,0.29,0.35,0.41,0.47,0.63,0.58,0.63
scared,0.0,0.01,0.0,0.01,0.01,0.01,0.02,0.03,0.005,0.02,0.035,0.05,0.07,0.11,0.15,0.26,0.31,0.37,0.43,0.53,0.71,0.61,0.69
scarf,,,,,,,,,0.0,0.02,0.02,0.05,0.04,0.08,0.09,0.15,0.16,0.17,0.2,0.23,0.33,0.34,0.37
school,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.04,0.03,0.06,0.09,0.19,0.26,0.29,0.36,0.41,0.5,0.62,0.63,0.68,0.81,0.73,0.79
scissors,0.01,0.01,0.0,0.02,0.01,0.01,0.02,0.03,0.01,0.025,0.03,0.1,0.11,0.15,0.22,0.28,0.35,0.45,0.48,0.5,0.73,0.65,0.7
see,0.01,0.02,0.02,0.02,0.02,0.04,0.07,0.1,0.075,0.095,0.125,0.26,0.29,0.33,0.43,0.46,0.55,0.66,0.68,0.73,0.83,0.76,0.79
shake,,,,,,,,,0.02,0.03,0.06,0.12,0.1,0.16,0.2,0.26,0.31,0.36,0.4,0.47,0.59,0.56,0.58
share,,,,,,,,,0.0,0.03,0.03,0.08,0.09,0.15,0.21,0.27,0.34,0.42,0.44,0.52,0.68,0.6,0.68
she,,,,,,,,,0.0,0.02,0.03,0.05,0.04,0.07,0.11,0.12,0.18,0.21,0.3,0.36,0.46,0.48,0.51
sheep,0.01,0.0,0.02,0.01,0.02,0.03,0.05,0.07,0.08,0.13,0.16999999999999998,0.29,0.3,0.32,0.4,0.51,0.56,0.62,0.66,0.67,0.82,0.7,0.72
shh/shush/hush,0.02,0.04,0.04,0.05,0.08,0.08,0.13,0.2,0.29,0.36,0.43,0.56,0.56,0.64,0.68,0.72,0.73,0.84,0.81,0.84,0.91,0.84,0.87
shirt,0.0,0.01,0.01,0.02,0.02,0.03,0.05,0.09,0.09,0.13,0.2,0.33,0.39,0.46,0.54,0.62,0.66,0.74,0.75,0.8,0.91,0.82,0.83
shoe,0.02,0.01,0.01,0.04,0.06,0.11,0.14,0.32,0.43000000000000005,0.475,0.5900000000000001,0.76,0.8,0.83,0.84,0.86,0.9,0.93,0.9,0.95,0.97,0.93,0.94
shopping,,,,,,,,,0.02,0.03,0.06,0.11,0.12,0.13,0.2,0.29,0.35,0.43,0.47,0.52,0.7,0.6,0.66
shorts,0.01,0.01,0.01,0.01,0.02,0.03,0.03,0.06,0.035,0.045,0.07,0.13,0.15,0.21,0.28,0.33,0.44,0.49,0.56,0.59,0.78,0.71,0.72
shoulder,,,,,,,,,0.01,0.03,0.03,0.09,0.1,0.16,0.21,0.28,0.31,0.37,0.4,0.48,0.61,0.55,0.64
shovel,0.0,0.01,0.0,0.02,0.01,0.01,0.02,0.03,0.025,0.045,0.055,0.11,0.13,0.19,0.24,0.31,0.38,0.41,0.45,0.51,0.71,0.59,0.63
show,0.0,0.01,0.01,0.01,0.01,0.01,0.02,0.03,0.005,0.02,0.04,0.06,0.07,0.13,0.16,0.22,0.28,0.34,0.37,0.46,0.62,0.55,0.62
shower,,,,,,,,,0.03,0.08,0.11,0.2,0.24,0.27,0.35,0.44,0.49,0.59,0.6,0.62,0.8,0.71,0.74
sick,0.0,0.01,0.0,0.01,0.01,0.01,0.02,0.03,0.005,0.025,0.03,0.07,0.08,0.13,0.18,0.23,0.29,0.37,0.39,0.5,0.69,0.59,0.66
sidewalk,,,,,,,,,0.0,0.03,0.03,0.07,0.07,0.09,0.15,0.19,0.26,0.32,0.37,0.4,0.59,0.5,0.56
sing,0.0,0.01,0.02,0.03,0.01,0.01,0.04,0.06,0.035,0.04,0.07,0.14,0.16,0.23,0.34,0.39,0.47,0.59,0.6,0.63,0.79,0.7,0.76
sink,0.01,0.01,0.01,0.02,0.01,0.02,0.02,0.05,0.015,0.045,0.060000000000000005,0.13,0.12,0.21,0.27,0.33,0.42,0.47,0.53,0.58,0.75,0.65,0.7
sister,0.0,0.02,0.01,0.03,0.03,0.07,0.05,0.08,0.095,0.1,0.13,0.17,0.23,0.21,0.31,0.31,0.34,0.39,0.42,0.46,0.56,0.56,0.59
sit,,,,,,,,,0.11,0.14,0.21,0.35,0.34,0.4,0.5,0.58,0.64,0.72,0.73,0.73,0.89,0.79,0.8
skate,,,,,,,,,0.0,0.01,0.01,0.03,0.03,0.04,0.06,0.09,0.11,0.14,0.14,0.22,0.39,0.27,0.36
sky,0.0,0.01,0.01,0.01,0.02,0.02,0.02,0.05,0.05,0.07,0.1,0.22,0.24,0.31,0.35,0.41,0.48,0.56,0.59,0.65,0.78,0.66,0.75
sled,,,,,,,,,0.01,0.04,0.06,0.07,0.1,0.13,0.15,0.19,0.19,0.22,0.23,0.3,0.35,0.33,0.33
sleep,0.0,0.01,0.01,0.02,0.02,0.02,0.04,0.06,0.055,0.08499999999999999,0.125,0.23,0.28,0.33,0.41,0.53,0.59,0.68,0.71,0.78,0.88,0.84,0.83
sleepy,0.0,0.01,0.01,0.01,0.02,0.02,0.02,0.06,0.035,0.05,0.075,0.14,0.16,0.2,0.26,0.34,0.4,0.49,0.56,0.56,0.72,0.63,0.67
slide (action),,,,,,,,,0.04,0.06,0.11,0.17,0.2,0.27,0.29,0.4,0.44,0.54,0.56,0.55,0.76,0.64,0.67
slide (object),0.0,0.01,0.0,0.02,0.02,0.02,0.02,0.07,0.08,0.11499999999999999,0.165,0.25,0.31,0.35,0.41,0.54,0.55,0.63,0.65,0.69,0.84,0.73,0.74
slipper,,,,,,,,,0.03,0.03,0.06,0.1,0.12,0.17,0.23,0.32,0.32,0.38,0.41,0.42,0.64,0.51,0.54
slow,,,,,,,,,0.0,0.02,0.02,0.06,0.04,0.1,0.09,0.16,0.21,0.26,0.28,0.36,0.51,0.53,0.57
smile,0.0,0.01,0.0,0.01,0.02,0.01,0.01,0.04,0.015,0.035,0.035,0.1,0.1,0.15,0.19,0.26,0.31,0.4,0.43,0.48,0.64,0.6,0.66
snack,,,,,,,,,0.11,0.13,0.19,0.26,0.28,0.33,0.45,0.52,0.56,0.62,0.64,0.7,0.78,0.73,0.8
sneaker,,,,,,,,,0.01,0.03,0.04,0.07,0.1,0.11,0.14,0.17,0.19,0.26,0.3,0.32,0.46,0.34,0.38
snow,0.01,0.01,0.01,0.02,0.02,0.02,0.01,0.03,0.05,0.08499999999999999,0.10500000000000001,0.16,0.2,0.32,0.32,0.44,0.49,0.49,0.55,0.62,0.7,0.69,0.7
snowman,,,,,,,,,0.02,0.04,0.04,0.08,0.1,0.15,0.21,0.26,0.32,0.35,0.42,0.45,0.59,0.61,0.62
snowsuit,,,,,,,,,0.0,0.02,0.02,0.02,0.02,0.04,0.06,0.1,0.1,0.12,0.15,0.17,0.25,0.23,0.25
so,,,,,,,,,0.0,0.03,0.02,0.03,0.04,0.04,0.08,0.08,0.1,0.12,0.16,0.23,0.29,0.28,0.35
so big!,,,,,,,,,0.06,0.07,0.11,0.14,0.18,0.21,0.25,0.32,0.39,0.45,0.5,0.5,0.6,0.6,0.63
soap,0.0,0.01,0.02,0.02,0.01,0.02,0.02,0.05,0.05500000000000001,0.09,0.125,0.26,0.29,0.4,0.42,0.52,0.6,0.7,0.7,0.72,0.88,0.79,0.78
sock,0.01,0.01,0.0,0.03,0.04,0.05,0.08,0.2,0.26,0.275,0.4,0.48,0.48,0.51,0.55,0.63,0.7,0.76,0.78,0.81,0.93,0.8,0.83
soda/pop,,,,,,,,,0.03,0.06,0.09,0.11,0.19,0.16,0.24,0.17,0.26,0.34,0.36,0.32,0.64,0.41,0.41
sofa,,,,,,,,,0.0,0.03,0.04,0.05,0.07,0.09,0.09,0.15,0.19,0.24,0.26,0.29,0.41,0.38,0.46
soft,0.01,0.01,0.0,0.01,0.01,0.01,0.02,0.04,0.025,0.055,0.065,0.16,0.14,0.16,0.19,0.32,0.35,0.43,0.45,0.5,0.68,0.61,0.65
some,0.0,0.01,0.01,0.02,0.02,0.02,0.02,0.04,0.02,0.03,0.05,0.1,0.13,0.14,0.21,0.26,0.31,0.39,0.43,0.48,0.68,0.56,0.63
soup,,,,,,,,,0.03,0.05,0.09,0.16,0.19,0.25,0.34,0.4,0.46,0.5,0.55,0.56,0.73,0.68,0.72
spaghetti,0.02,0.0,0.01,0.02,0.01,0.03,0.02,0.05,0.04,0.07500000000000001,0.095,0.17,0.2,0.24,0.29,0.39,0.46,0.55,0.55,0.59,0.79,0.66,0.74
spill,,,,,,,,,0.0,0.03,0.03,0.07,0.08,0.13,0.19,0.23,0.29,0.37,0.44,0.48,0.67,0.6,0.63
splash,0.0,0.01,0.0,0.02,0.01,0.02,0.02,0.05,0.04,0.07,0.1,0.15,0.16,0.15,0.26,0.32,0.4,0.46,0.52,0.55,0.72,0.64,0.69
spoon,0.0,0.01,0.02,0.02,0.03,0.04,0.05,0.13,0.18,0.215,0.30500000000000005,0.46,0.5,0.56,0.62,0.7,0.73,0.8,0.8,0.81,0.93,0.84,0.85
sprinkler,,,,,,,,,0.0,0.01,0.02,0.06,0.04,0.06,0.09,0.15,0.17,0.28,0.27,0.27,0.47,0.38,0.42
squirrel,0.01,0.01,0.0,0.01,0.01,0.03,0.02,0.04,0.045,0.08,0.11499999999999999,0.17,0.2,0.22,0.31,0.39,0.46,0.51,0.54,0.56,0.72,0.67,0.68
